budget,genres,homepage,id,keywords,overview,production_companies,release_date,revenue,runtime,spoken_languages,tagline,title,vote_average,vote_count,year,Drama,Comedy,Action,Adventure,Horror,Crime,Thriller,Animation,Fantasy,Romance,Science Fiction,Documentary,Family,Mystery,Music,Western,History,War,TV Movie,Foreign,year_int,buying_power,revenue_adj,budget_adj,primary_genre
15000000,"{""27"": ""Horror""}",http://www.mamamovie.com/,132232,"[{""id"": 185408, ""name"": ""supernatural horror""}]","Guillermo del Toro presents Mama, a supernatural thriller that tells the haunting tale of two little girls who disappeared into the woods the day that their parents were killed. When they are rescued years later and begin a new life, they find that someone or something still wants to come tuck them in at night.","[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Toma 78"", ""id"": 10677}, {""name"": ""De Milo"", ""id"": 10678}]",1/17/13,146497771,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",A Mother's Love is Forever,Mama,6,1401,2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1.782379495,261114623.1,26735692.43, Horror
5000000,"{""27"": ""Horror"", ""53"": ""Thriller""}",http://www.insidiousch2.com/,91586,"[{""id"": 3358, ""name"": ""haunted house""}, {""id"": 9712, ""name"": ""possession""}, {""id"": 15001, ""name"": ""demon""}, {""id"": 1""80""35, ""name"": ""family""}, {""id"": 162846, ""name"": ""ghost""}, {""id"": 206571, ""name"": ""bride in black""}]",The haunted Lambert family seeks to uncover the mysterious childhood secret that has left them dangerously connected to the spirit world.,"[{""name"": ""Sony Pictures"", ""id"": 34}, {""name"": ""FilmDistrict"", ""id"": 7263}]",9/12/13,0,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",It will take what you love most.,Insidious: Chapter 2,6.5,1211,2013,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1.782379495,0,8911897.475, Horror
5000000,"{""27"": ""Horror""}",,157547,"[{""id"": 3298, ""name"": ""hallucination""}, {""id"": 6152, ""name"": ""supernatural""}, {""id"": 46951, ""name"": ""mirror""}, {""id"": 161198, ""name"": ""skepticism""}, {""id"": 162846, ""name"": ""ghost""}]",A woman tries to exonerate her brother's murder conviction by proving that the crime was committed by a supernatural phenomenon.,"[{""name"": ""Intrepid Pictures"", ""id"": 1224}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""WWE Studios"", ""id"": 10339}, {""name"": ""MICA Entertainment"", ""id"": 24510}]",9/8/13,44030246,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",You see what it wants you to see,Oculus,6.3,1050,2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1.782379495,78478607.63,8911897.475, Horror
0,"{""27"": ""Horror"", ""18"": ""Drama""}",,308467,[],"Dan Summers and his pregnant wife, Mindy, fight for their lives when they are held hostage in their car by an unseen gunman on the side of a desolate mountain road.",[],3/1/13,0,90,[],Their fate...is in his hands.,Roadside,4.2,5,2013,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1.782379495,0,0, Horror
10,"{""27"": ""Horror"", ""53"": ""Thriller""}",,78383,"[{""id"": 428, ""name"": ""nurse""}, {""id"": 7098, ""name"": ""sexual murder""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9833, ""name"": ""lesbian relationship""}, {""id"": 10123, ""name"": ""dark comedy""}, {""id"": 11612, ""name"": ""hospital""}]","Abby Russell, a beautiful, dedicated nurse with a sinister side, has a secret life in which she targets and punishes dishonest men.","[{""name"": ""Lions Gate"", ""id"": 6644}, {""name"": ""Lions Gate Entertainments"", ""id"": 7035}]",9/28/13,10000000,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Your pain is her pleasure.,Nurse 3-D,4.9,119,2013,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1.782379495,17823794.95,17.82379495, Horror
950000,"{""27"": ""Horror"", ""53"": ""Thriller""}",http://www.filmbreak.com/projects/banshee-chapter,207769,"[{""id"": 5498, ""name"": ""lsd""}, {""id"": 6086, ""name"": ""government""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 10481, ""name"": ""tension""}, {""id"": 10561, ""name"": ""video camera""}, {""id"": 11494, ""name"": ""drug use""}, {""id"": 13028, ""name"": ""writer""}, {""id"": 18034, ""name"": ""desert""}, {""id"": 160025, ""name"": ""radio broadcast""}, {""id"": 197710, ""name"": ""mind bender""}, {""id"": 197711, ""name"": ""number stations""}, {""id"": 233167, ""name"": ""lovecraftian""}, {""id"": 237224, ""name"": ""mk ultra""}, {""id"": 237225, ""name"": ""experimental drug""}]","On the trail of a missing friend who had been experimenting with mind-altering drugs, a young journalist - aided by a rogue counter-culture writer, The Silence of The Lambs -- finds herself drawn into the dangerous world of top-secret government chemical research and the mystery of a disturbing radio signal of unknown origin. A fast-paced thriller blending fact and fiction, Banshee Chapter is based on real documents, actual test subject testimony, and uncovered secrets about covert programs run by the CIA.","[{""name"": ""Before the Door Pictures"", ""id"": 14861}, {""name"": ""Sunchaser Entertainment"", ""id"": 19600}, {""name"": ""Favorit Film"", ""id"": 19601}]",8/26/13,0,87,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","The experiments are over, the terror has just begun...",Banshee Chapter,5.7,92,2013,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1.782379495,0,1693260.52, Horror
35000000,"{""27"": ""Horror"", ""35"": ""Comedy"", ""10749"": ""Romance""}",,82654,"[{""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 186565, ""name"": ""zombie apocalypse""}, {""id"": 212760, ""name"": ""interspecies romance""}, {""id"": 223438, ""name"": ""based on young adult novel""}]","After a zombie becomes involved with the girlfriend of one of his victims, their romance sets in motion a sequence of events that might transform the entire lifeless world.","[{""name"": ""Summit Entertainment"", ""id"": 491}]",1/31/13,116980662,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Cold body. Warm heart.,Warm Bodies,6.4,2652,2013,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2013,1.782379495,208503933.3,62383282.33, Horror
17000000,"{""27"": ""Horror""}",http://www.evildead-movie.com/,109428,"[{""id"": 9714, ""name"": ""remake""}, {""id"": 15001, ""name"": ""demon""}, {""id"": 157466, ""name"": ""necronomicon""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]","Evil Dead, the fourth installment of the Evil Dead franchise, serving as both a reboot and as a loose continuation of the series, features Mia, a young woman struggling with sobriety, heads to a remote cabin with a group of friends where the discovery of a Book of the Dead unwittingly summon up dormant demons which possess the youngsters one by one.","[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Ghost House Pictures"", ""id"": 768}, {""name"": ""FilmDistrict"", ""id"": 7263}]",4/5/13,97542952,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The most terrifying film you will ever experience.,Evil Dead,6.4,1723,2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1.782379495,173858557.5,30300451.42, Horror
650,"{""27"": ""Horror"", ""14"": ""Fantasy""}",,158752,[],"In a world of fake castles and anthropomorphic rodents, an epic battle begins when an unemployed father's sanity is challenged by a chance encounter with two underage girls on holiday.","[{""name"": ""Mankurt Media"", ""id"": 48545}]",10/11/13,0,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Bad things happen everywhere.,Escape from Tomorrow,4.8,87,2013,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,1.782379495,0,1158.546672, Horror
20000000,"{""27"": ""Horror"", ""53"": ""Thriller""}",,76617,"[{""id"": 9663, ""name"": ""sequel""}, {""id"": 10292, ""name"": ""gore""}, {""id"": 11545, ""name"": ""leatherface""}, {""id"": 12339, ""name"": ""slasher""}, {""id"": 12394, ""name"": ""chainsaw""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]","A young woman learns that she has inherited a Texas estate from her deceased grandmother.ÌÎÌ_Ì´åÇÌÎÌ__After embarking on a road trip with friends to uncover her roots, she finds she is the sole owner of a lavish, isolated Victorian mansion. But her newfound wealth comes at a price as she stumbles upon a horror that awaits her in the mansion‰Û¡ÌÝåÁÌÎÌÌ´ÌÌÎÌ_ÌÎåÌÎå«Ì´Ìös dank cellars.","[{""name"": ""Nu Image Films"", ""id"": 925}, {""name"": ""Lions Gate"", ""id"": 6644}]",1/3/13,47241945,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Evil wears many faces.,Texas Chainsaw 3D,5.3,465,2013,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1.782379495,84203074.07,35647589.9, Horror
13000000,"{""27"": ""Horror"", ""53"": ""Thriller""}",http://theconjuring.warnerbros.com,138843,"[{""id"": 1156, ""name"": ""sister sister relationship""}, {""id"": 2626, ""name"": ""exorcism""}, {""id"": 5713, ""name"": ""rhode island""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 13127, ""name"": ""farmhouse""}, {""id"": 15043, ""name"": ""paranormal investigation""}, {""id"": 162846, ""name"": ""ghost""}, {""id"": 188989, ""name"": ""supernatural power""}, {""id"": 228897, ""name"": ""paranormal investigator""}, {""id"": 228936, ""name"": ""annabelle""}]","Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.","[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""The Safran Company"", ""id"": 11565}, {""name"": ""Evergreen Media Group"", ""id"": 31375}]",7/18/13,318000141,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Based on the true case files of the Warrens,The Conjuring,7.4,3092,2013,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1.782379495,566796930.7,23170933.44, Horror
5000000,"{""27"": ""Horror"", ""53"": ""Thriller""}",,146203,"[{""id"": 163053, ""name"": ""found footage""}]","As Nell Sweetzer tries to build a new life after the events of the first movie, the evil force that once possessed her returns with an even more horrific plan.","[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""CBS Films"", ""id"": 5490}]",2/28/13,15179302,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The second coming,The Last Exorcism Part II,4.4,203,2013,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1.782379495,27055276.63,8911897.475, Horror
7000000,"{""27"": ""Horror""}",,79316,"[{""id"": 163053, ""name"": ""found footage""}]",An unexpected pregnancy takes a terrifying turn for newlyweds Zach and Samantha McCall.,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""TSG Entertainment"", ""id"": 22213}]",1/8/14,36433975,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Devil Always Gets His Due,Devil's Due,4.4,216,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1.811293037,65992605.23,12679051.26, Horror
6500000,"{""27"": ""Horror""}",http://annabellemovie.com/,250546,"[{""id"": 9675, ""name"": ""prequel""}, {""id"": 9707, ""name"": ""evil doll""}, {""id"": 10603, ""name"": ""killer doll""}, {""id"": 15285, ""name"": ""spin off""}, {""id"": 33630, ""name"": ""doll""}, {""id"": 161261, ""name"": ""demonic possession""}, {""id"": 1""80""691, ""name"": ""killer toys""}, {""id"": 187065, ""name"": ""toy comes to life""}]","John Form has found the perfect gift for his expectant wife, Mia - a beautiful, rare vintage doll in a pure white wedding dress. But Mia's delight with Annabelle doesn't last long. On one horrific night, their home is invaded by members of a satanic cult, who violently attack the couple. Spilled blood and terror are not all they leave behind. The cultists have conjured an entity so malevolent that nothing they did will compare to the sinister conduit to the damned that is now... Annabelle.","[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""The Safran Company"", ""id"": 11565}, {""name"": ""Evergreen Media Group"", ""id"": 31375}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}]",10/2/14,255273813,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Before the Conjuring, there was Annabelle.",Annabelle,5.6,1517,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1.811293037,462375680,11773404.74, Horror
9000000,"{""27"": ""Horror"", ""53"": ""Thriller""}",,238636,"[{""id"": 992, ""name"": ""bus""}, {""id"": 1376, ""name"": ""assault rifle""}, {""id"": 1589, ""name"": ""sniper""}, {""id"": 3544, ""name"": ""machete""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 6259, ""name"": ""psychopath""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 14735, ""name"": ""motorcycle""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15068, ""name"": ""one day""}, {""id"": 15069, ""name"": ""masked man""}, {""id"": 33632, ""name"": ""apartment""}, {""id"": 34079, ""name"": ""death""}, {""id"": 50009, ""name"": ""survival horror""}, {""id"": ""18""7028, ""name"": ""gatling gun""}]","Three groups of people are trying to survive Purge Night, when their stories intertwine and are left stranded in The Purge trying to survive the chaos and violence that occurs.","[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Why Not Productions"", ""id"": 729}, {""name"": ""Platinum Dunes"", ""id"": 2481}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""5150 Action"", ""id"": 47354}]",7/17/14,108782847,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Welcome to America, where one night a year, all crime Is legal.",The Purge: Anarchy,6.6,1954,2014,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1.811293037,197037613.3,16301637.33, Horror
70000000,"{""27"": ""Horror"", ""28"": ""Action"", ""18"": ""Drama"", ""14"": ""Fantasy"", ""10752"": ""War""}",,49017,"[{""id"": 3133, ""name"": ""vampire""}, {""id"": 3633, ""name"": ""dracula""}, {""id"": 4197, ""name"": ""bite""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 213097, ""name"": ""15th century""}, {""id"": 214410, ""name"": ""ottoman empire""}, {""id"": 225470, ""name"": ""vlad""}, {""id"": 231407, ""name"": ""fang vamp""}, {""id"": 232534, ""name"": ""tepes""}]","Vlad Tepes is a great hero, but when he learns the Sultan is preparing for battle and needs to form an army of 1,000 boys, including Vlad's son, he vows to find a way to protect his family. Vlad turns to dark forces in order to get the power to destroy his enemies and agrees to go from hero to monster as he's turned into the mythological vampire Dracula.","[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Fuji Television Network"", ""id"": 3341}, {""name"": ""Dentsu"", ""id"": 6452}, {""name"": ""Michael De Luca Productions"", ""id"": 27551}]",10/1/14,215529201,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Every bloodline has a beginning,Dracula Untold,6.2,2389,2014,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2014,1.811293037,390386541,126790512.6, Horror
18000000,"{""27"": ""Horror"", ""28"": ""Action""}",,290555,"[{""id"": 2393, ""name"": ""adoption""}, {""id"": 12564, ""name"": ""werewolf""}]","The coming-of-age story of Cayden Richards. Forced to hit the road after the murder of his parents, Cayden wanders lost without purpose... Until he meets a certifiable lunatic named Wild Joe who sets him on a path to the ominous town of Lupine Ridge to hunt down the truths of his history. But in the end| who's really hunting whom?","[{""name"": ""Copperheart Entertainment"", ""id"": 5106}, {""name"": ""Entertainment One"", ""id"": 8147}, {""name"": ""Dark Hero Studios"", ""id"": 49925}]",8/28/14,0,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Unleash the beast,Wolves,5.7,82,2014,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1.811293037,0,32603274.67, Horror
5000000,"{""27"": ""Horror"", ""53"": ""Thriller""}",http://www.asabovesobelowmovie.com/,256274,"[{""id"": 90, ""name"": ""paris""}, {""id"": 1454, ""name"": ""treasure""}, {""id"": 4194, ""name"": ""catacombs""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 18064, ""name"": ""singing in a car""}, {""id"": 41586, ""name"": ""archaeologist""}, {""id"": 162085, ""name"": ""loss of friend""}, {""id"": 162177, ""name"": ""subjective camera""}, {""id"": 1630""53"", ""name"": ""found footage""}, {""id"": 206646, ""name"": ""thick accent""}, {""id"": 206647, ""name"": ""female archeologist""}, {""id"": 206648, ""name"": ""burning car""}, {""id"": 206649, ""name"": ""philosopher's stone""}, {""id"": 206650, ""name"": ""french accent""}, {""id"": 206651, ""name"": ""rapping in a car""}]","When a team of explorers ventures into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead.","[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Brothers Dowdle Productions"", ""id"": 66930}]",8/14/14,40100000,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The only way out is down.,"As Above, So Below",6.1,766,2014,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1.811293037,72632850.78,9056465.185, Horror
5000000,"{""27"": ""Horror"", ""53"": ""Thriller""}",,227348,"[{""id"": 6152, ""name"": ""supernatural""}, {""id"": 15001, ""name"": ""demon""}, {""id"": 163053, ""name"": ""found footage""}]","Seventeen-year-old Jesse has been hearing terrifying sounds coming from his neighbor‰Û¡ÌÝåÁÌÎÌÌ´ÌÌÎÌ_ÌÎåÌÎå«Ì´Ìös apartment, but when he turns on his camera and sets out to uncover their source, he encounters an ancient evil that won‰Û¡ÌÝåÁÌÎÌÌ´ÌÌÎÌ_ÌÎåÌÎå«Ì´Ìöt rest until it‰Û¡ÌÝåÁÌÎÌÌ´ÌÌÎÌ_ÌÎåÌÎå«Ì´Ìös claimed his very soul.","[{""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""Room 101"", ""id"": 6302}, {""name"": ""Solana Films"", ""id"": 21223}]",1/1/14,86362372,84,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",You're one of us now.,Paranormal Activity: The Marked Ones,5.2,449,2014,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1.811293037,156427563.1,9056465.185, Horror
3150000,"{""27"": ""Horror"", ""53"": ""Thriller""}",,312791,"[{""id"": 293, ""name"": ""female nudity""}, {""id"": 572, ""name"": ""sex""}, {""id"": ""18""79, ""name"": ""shower""}, {""id"": 2177, ""name"": ""sauna""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 3016, ""name"": ""security camera""}, {""id"": 6095, ""name"": ""house""}, {""id"": 6435, ""name"": ""webcam""}, {""id"": 6614, ""name"": ""website""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10768, ""name"": ""lesbian""}, {""id"": 11040, ""name"": ""masked killer""}, {""id"": 12339, ""name"": ""slasher""}, {""id"": 14557, ""name"": ""undressing""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14903, ""name"": ""home invasion""}, {""id"": 15069, ""name"": ""masked man""}, {""id"": 1""80""46, ""name"": ""internet chat""}, {""id"": 1""80""49, ""name"": ""sex scene""}, {""id"": ""18""314, ""name"": ""internet porn""}, {""id"": 411""80"", ""name"": ""security guard""}, {""id"": 157676, ""name"": ""disfigured face""}, {""id"": 158436, ""name"": ""porn actress""}, {""id"": 191007, ""name"": ""skirt""}, {""id"": 207844, ""name"": ""college student""}, {""id"": 222108, ""name"": ""rubber mask""}]","In an attempt to make some extra cash while away at College, Kylie moves into a house that streams content to an X-rated website. After a deranged fan hacks in to determine the house's location, she finds herself in a terrifying fight for her life.","[{""name"": ""Brookstreet Pictures"", ""id"": 3160}]",10/16/14,0,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Enjoy the show.,GirlHouse,5.2,97,2014,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1.811293037,0,5705573.067, Horror
0,"{""27"": ""Horror"", ""35"": ""Comedy"", ""53"": ""Thriller""}",http://www.houseboundthemovie.com/,253306,"[{""id"": 3358, ""name"": ""haunted house""}, {""id"": 4604, ""name"": ""father-in-law""}, {""id"": 6156, ""name"": ""superstition""}, {""id"": 9790, ""name"": ""house arrest""}, {""id"": 9866, ""name"": ""basement""}, {""id"": 10092, ""name"": ""mystery""}, {""id"": 11422, ""name"": ""plot twist""}, {""id"": 14811, ""name"": ""exploding head""}, {""id"": 411""80"", ""name"": ""security guard""}, {""id"": 157398, ""name"": ""garden shears""}, {""id"": 172427, ""name"": ""dentures""}, {""id"": 208772, ""name"": ""home detention""}]","When Kylie Bucknell is sentenced to home detention, she's forced to come to terms with her unsociable behaviour, her blabbering mother and a hostile spirit who seems less than happy about the new living arrangement.","[{""name"": ""Semi-Professional"", ""id"": 35852}]",9/4/14,0,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Terror Gets Domesticated,Housebound,6.5,358,2014,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1.811293037,0,0, Horror
5000000,"{""27"": ""Horror""}",,242512,"[{""id"": 4959, ""name"": ""death of a friend""}, {""id"": 8181, ""name"": ""swimming pool""}, {""id"": 10111, ""name"": ""ouija""}, {""id"": 10112, ""name"": ""ouija board""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 160887, ""name"": ""based on board game""}, {""id"": 162846, ""name"": ""ghost""}, {""id"": 176561, ""name"": ""spiritualism""}, {""id"": 185408, ""name"": ""supernatural horror""}]",A group of friends must confront their most terrifying fears when they awaken the dark powers of an ancient spirit board.,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Dentsu Inc."", ""id"": 1778}, {""name"": ""Platinum Dunes"", ""id"": 2481}, {""name"": ""Media Rights Capital"", ""id"": 2""53""1}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""Fuji Television Network"", ""id"": 3341}, {""name"": ""Hasbro Studios"", ""id"": 22826}, {""name"": ""5150 Action"", ""id"": 47354}, {""name"": ""White Noise Factory"", ""id"": 88762}]",10/24/14,103590271,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Keep telling yourself it's just a game,Ouija,4.9,983,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1.811293037,187632336.6,9056465.185, Horror
65000000,"{""27"": ""Horror"", ""53"": ""Thriller""}",http://www.ifrankensteinfilm.com,100241,"[{""id"": 634, ""name"": ""soul""}, {""id"": 2011, ""name"": ""queen""}, {""id"": 2095, ""name"": ""anti hero""}, {""id"": 2486, ""name"": ""fantasy""}, {""id"": 3071, ""name"": ""prince""}, {""id"": 6152, ""name"": ""supernatural""}, {""id"": 6737, ""name"": ""frankenstein""}, {""id"": 10842, ""name"": ""good vs evil""}, {""id"": 11408, ""name"": ""gargoyles""}, {""id"": 14955, ""name"": ""fighting""}, {""id"": 15001, ""name"": ""demon""}, {""id"": 33783, ""name"": ""dark""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 209714, ""name"": ""3d""}]","200 years after his shocking creation, Dr. Frankenstein's creature, Adam, still walks the earth. But when he finds himself in the middle of a war over the fate of humanity, Adam discovers he holds the key that could destroy humankind.","[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Sidney Kimmel Entertainment"", ""id"": 737}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Hopscotch Films"", ""id"": 13788}]",1/22/14,71154592,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","In the battle between good and evil, an immortal holds the key","I, Frankenstein",5,687,2014,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1.811293037,128881817,117734047.4, Horror
100000,"{""27"": ""Horror"", ""53"": ""Thriller""}",http://thegallowsmovie.com/,299245,"[{""id"": 2125, ""name"": ""gallows""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 10614, ""name"": ""tragedy""}, {""id"": 33407, ""name"": ""hanging""}, {""id"": 1630""53"", ""name"": ""found footage""}, {""id"": 221828, ""name"": ""stage production""}]","20 years after a horrific accident during a small town school play, students at the school resurrect the failed show in a misguided attempt to honor the anniversary of the tragedy - but soon discover that some things are better left alone.","[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""Management 360"", ""id"": 4220}, {""name"": ""Tremendum Pictures"", ""id"": 69581}]",7/10/15,42664410,87,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Every School Has Its Spirit,The Gallows,4.9,361,2015,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1.813442999,77369475.62,181344.2999, Horror
0,"{""27"": ""Horror"", ""878"": ""Science Fiction""}",,335866,"[{""id"": 10349, ""name"": ""survival""}, {""id"": 13129, ""name"": ""execution""}, {""id"": 156104, ""name"": ""stranger""}, {""id"": 220885, ""name"": ""no memory""}]",Could you trust a jury of your peers with your life? The contestants of a mysterious death game must make harrowing decisions as they strategize for survival in this psychological sci-fi thriller.,"[{""name"": ""Votiv Films"", ""id"": 34455}, {""name"": ""Taggart Productions"", ""id"": 51235}]",10/2/15,0,87,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",In here‰Û¡ÌÝåÁÌÎÌÌ´ÌÌÎÌ_ÌÎå_ everything gets you killed.,Circle,6,333,2015,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2015,1.813442999,0,0, Horror
10000000,"{""27"": ""Horror""}",http://www.sinistermovie.com/,283445,"[{""id"": 3358, ""name"": ""haunted house""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 15016, ""name"": ""twins""}]",A young mother and her twin sons move into a rural house that's marked for death.,"[{""name"": ""Alliance Films"", ""id"": 2514}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""IM Global"", ""id"": 7437}, {""name"": ""Automatik Entertainment"", ""id"": 7625}, {""name"": ""Entertainment One"", ""id"": 8147}, {""name"": ""Tank Caterpillar"", ""id"": 69110}, {""name"": ""Steady Aim"", ""id"": 69111}]",8/19/15,52882018,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Be careful, children at play.",Sinister 2,5.4,581,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1.813442999,95898525.32,18134429.99, Horror
9500000,"{""27"": ""Horror"", ""878"": ""Science Fiction""}",,106845,"[{""id"": 3974, ""name"": ""reality tv""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 186565, ""name"": ""zombie apocalypse""}]","Five years after a zombie outbreak, the men and women of R-Division hunt down and destroy the undead. When they see signs of a second outbreak, they fear humanity may not survive.","[{""name"": ""Signature Pictures"", ""id"": 2982}, {""name"": ""After Dark Films"", ""id"": 3608}, {""name"": ""Midsummer Films"", ""id"": 22705}]",10/16/15,0,87,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",We are the endangered species.,Re-Kill,4.9,34,2015,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2015,1.813442999,0,17227708.49, Horror
